INSERT into STUDENT values ('Student0', 6.93, 7, 'PES2UG18ME033', 'ME', 'Student0@gmail.com', 7511019992, 0);
INSERT into STUDENT values ('Student451', 2.81, 3, 862, 'EEE', 'Student451@gmail.com', 9438772722, 1);
INSERT into STUDENT values ('Student452', 3.54, 7, 833, 'ME', 'Student452@rediffmail.com', 9276127770, NULL);
INSERT into STUDENT values ('Student453', 7.46, 5, 'PES1UG19CS705', 'CSE', 'Student453@gmail.com', 7530036387, 0);
INSERT into STUDENT values ('Student454', 5.4, 1, 831, 'CSE', 'Student454@gmail.com', 6626392882, NULL);
INSERT into STUDENT values ('Student455', 6.89, 7, 'PES2UG18EE653', 'EEE', 'Student455@hotmail.com', 9043226165, 0);
INSERT into STUDENT values ('Student456', 6.47, 5, 'PES2UG19BT390', 'BT', 'Student456@gmail.com', 9284216775, 0);
INSERT into STUDENT values ('Student457', 1.63, 1, 1258, 'ECE', 'Student457@yahoo.com', 6109886580, 1);
INSERT into STUDENT values ('Student458', 4.89, 3, 1369, 'EEE', 'Student458@yahoo.com', 6355919712, NULL);
INSERT into STUDENT values ('Student459', 9.89, 5, 'PES1UG19CV219', 'CV', 'Student459@hotmail.com', 8130398931, 0);
INSERT into STUDENT values ('Student460', 4.26, 3, 'PES2UG20ME078', 'ME', 'Student460@gmail.com', 7615232771, 0);
INSERT into STUDENT values ('Student461', 6.33, 1, 'PES1UG21EE606', 'EEE', 'Student461@hotmail.com', 8122416570, 0);
INSERT into STUDENT values ('Student462', 3.63, 7, 1203, 'ME', 'Student462@yahoo.com', 9669537043, NULL);
INSERT into STUDENT values ('Student463', 7.43, 3, 1254, 'CV', 'Student463@hotmail.com', 8790335068, NULL);
INSERT into STUDENT values ('Student464', 6.6, 1, 898, 'BT', 'Student464@gmail.com', 6557594967, 1);
INSERT into STUDENT values ('Student465', 6.53, 7, 843, 'EEE', 'Student465@hotmail.com', 7283363046, NULL);
INSERT into STUDENT values ('Student466', 3.31, 1, 'PES2UG21BT054', 'BT', 'Student466@yahoo.com', 6448437958, 0);
INSERT into STUDENT values ('Student467', 7.84, 5, 'PES2UG19BT660', 'BT', 'Student467@outlook.com', 9631566373, 0);
INSERT into STUDENT values ('Student468', 1.03, 7, 1357, 'EEE', 'Student468@hotmail.com', 9021232932, 1);
INSERT into STUDENT values ('Student469', 4.32, 5, 995, 'CSE', 'Student469@hotmail.com', 8005016408, 1);
INSERT into STUDENT values ('Student470', 4.8, 3, 1227, 'CV', 'Student470@outlook.com', 7244141724, 1);
INSERT into STUDENT values ('Student471', 1.72, 3, 940, 'ME', 'Student471@hotmail.com', 7059028924, 1);
INSERT into STUDENT values ('Student472', 7.44, 5, 'PES1UG19CS399', 'CSE', 'Student472@gmail.com', 9514492604, 0);
INSERT into STUDENT values ('Student473', 8.56, 5, 1153, 'CV', 'Student473@rediffmail.com', 9259135619, NULL);
INSERT into STUDENT values ('Student474', 3.93, 3, 947, 'CV', 'Student474@gmail.com', 7127150207, 1);
INSERT into STUDENT values ('Student475', 1.1, 7, 'PES2UG18BT537', 'BT', 'Student475@hotmail.com', 7320003430, 0);
INSERT into STUDENT values ('Student476', 9.81, 7, 1366, 'CV', 'Student476@outlook.com', 8592135276, NULL);
INSERT into STUDENT values ('Student477', 2.93, 5, 'PES1UG19EC533', 'ECE', 'Student477@yahoo.com', 9389691368, 0);
INSERT into STUDENT values ('Student478', 6.53, 1, 'PES2UG21EE541', 'EEE', 'Student478@hotmail.com', 8484376537, 0);
INSERT into STUDENT values ('Student479', 2.35, 5, 'PES1UG19CV636', 'CV', 'Student479@yahoo.com', 6858987735, 0);
INSERT into STUDENT values ('Student480', 7.74, 7, 850, 'CSE', 'Student480@gmail.com', 8056213848, 1);
INSERT into STUDENT values ('Student481', 4.09, 5, 'PES2UG19EC607', 'ECE', 'Student481@hotmail.com', 8069765437, 0);
INSERT into STUDENT values ('Student482', 5.83, 3, 969, 'CSE', 'Student482@hotmail.com', 6627354580, NULL);
INSERT into STUDENT values ('Student483', 7.41, 3, 'PES2UG20EC472', 'ECE', 'Student483@gmail.com', 6696489265, 0);
INSERT into STUDENT values ('Student484', 5.39, 3, 821, 'CSE', 'Student484@outlook.com', 6844054944, NULL);
INSERT into STUDENT values ('Student485', 7.91, 3, 'PES1UG20EE492', 'EEE', 'Student485@rediffmail.com', 7623482500, 0);
INSERT into STUDENT values ('Student486', 6.08, 5, 1396, 'EEE', 'Student486@gmail.com', 7268849209, NULL);
INSERT into STUDENT values ('Student487', 6.06, 1, 1356, 'BT', 'Student487@hotmail.com', 7511913562, 1);
INSERT into STUDENT values ('Student488', 5.42, 7, 'PES2UG18EE453', 'EEE', 'Student488@outlook.com', 8188386794, 0);
INSERT into STUDENT values ('Student489', 8.18, 7, 'PES2UG18EC170', 'ECE', 'Student489@yahoo.com', 9974439715, 0);
INSERT into STUDENT values ('Student490', 6.38, 5, 965, 'EEE', 'Student490@hotmail.com', 8105752748, NULL);
INSERT into STUDENT values ('Student491', 4.49, 1, 1139, 'CSE', 'Student491@hotmail.com', 7670142988, 1);
INSERT into STUDENT values ('Student492', 9.04, 3, 'PES2UG20BT471', 'BT', 'Student492@rediffmail.com', 7221691476, 0);
INSERT into STUDENT values ('Student493', 4.5, 5, 'PES2UG19CV557', 'CV', 'Student493@outlook.com', 7964080857, 0);
INSERT into STUDENT values ('Student494', 9.56, 3, 'PES2UG20EE674', 'EEE', 'Student494@outlook.com', 7471554601, 0);
INSERT into STUDENT values ('Student495', 4.29, 1, 'PES2UG21CV195', 'CV', 'Student495@yahoo.com', 7398405394, 0);
INSERT into STUDENT values ('Student496', 5.02, 3, 1366, 'ECE', 'Student496@rediffmail.com', 8992051713, NULL);
INSERT into STUDENT values ('Student497', 1.4, 7, 770, 'CV', 'Student497@gmail.com', 9217207372, NULL);
INSERT into STUDENT values ('Student498', 1.33, 7, 'PES2UG18EE171', 'EEE', 'Student498@hotmail.com', 9454296306, 0);
INSERT into STUDENT values ('Student499', 4.64, 5, 'PES1UG19CV644', 'CV', 'Student499@rediffmail.com', 8673244900, 0);
INSERT into STUDENT values ('Student500', 7.15, 7, 'PES1UG18BT437', 'BT', 'Student500@hotmail.com', 6896137461, 0);
INSERT into STUDENT values ('Student501', 9.6, 3, 'PES2UG20EC151', 'ECE', 'Student501@outlook.com', 8218626421, 0);
INSERT into STUDENT values ('Student502', 7.5, 7, 'PES2UG18BT582', 'BT', 'Student502@rediffmail.com', 8402350969, 0);
INSERT into STUDENT values ('Student503', 9.49, 7, 1192, 'BT', 'Student503@yahoo.com', 6229111253, 1);
INSERT into STUDENT values ('Student504', 4.64, 3, 1423, 'BT', 'Student504@gmail.com', 6231505381, 1);
INSERT into STUDENT values ('Student505', 7.16, 1, 1055, 'ME', 'Student505@hotmail.com', 8704278051, 1);
INSERT into STUDENT values ('Student506', 7.51, 7, 945, 'ME', 'Student506@yahoo.com', 6447257900, 1);
INSERT into STUDENT values ('Student507', 9.05, 1, 1086, 'ECE', 'Student507@outlook.com', 9723625109, NULL);
INSERT into STUDENT values ('Student508', 9.39, 5, 'PES1UG19CV502', 'CV', 'Student508@yahoo.com', 8319527603, 0);
INSERT into STUDENT values ('Student509', 3.43, 5, 991, 'ECE', 'Student509@rediffmail.com', 8745692694, 1);
INSERT into STUDENT values ('Student510', 3.08, 1, 1229, 'EEE', 'Student510@outlook.com', 6164006035, 1);
INSERT into STUDENT values ('Student511', 2.91, 7, 'PES2UG18CS295', 'CSE', 'Student511@rediffmail.com', 8453564300, 0);
INSERT into STUDENT values ('Student512', 6.59, 1, 1109, 'ME', 'Student512@yahoo.com', 7149417121, NULL);
INSERT into STUDENT values ('Student513', 9.0, 3, 946, 'EEE', 'Student513@hotmail.com', 8712641606, 1);
INSERT into STUDENT values ('Student514', 6.0, 7, 'PES1UG18CV168', 'CV', 'Student514@hotmail.com', 8179999139, 0);
INSERT into STUDENT values ('Student515', 3.39, 5, 'PES2UG19ME526', 'ME', 'Student515@gmail.com', 6423390944, 0);
INSERT into STUDENT values ('Student516', 5.85, 3, 'PES1UG20ME195', 'ME', 'Student516@outlook.com', 9005479513, 0);
INSERT into STUDENT values ('Student517', 6.37, 5, 'PES1UG19EE415', 'EEE', 'Student517@hotmail.com', 8322469903, 0);
INSERT into STUDENT values ('Student518', 8.22, 5, 1401, 'CV', 'Student518@hotmail.com', 7230052928, 1);
INSERT into STUDENT values ('Student519', 1.13, 1, 'PES1UG21EC219', 'ECE', 'Student519@hotmail.com', 6917418369, 0);
INSERT into STUDENT values ('Student520', 1.78, 1, 'PES1UG21EE710', 'EEE', 'Student520@hotmail.com', 9744987117, 0);
INSERT into STUDENT values ('Student521', 4.68, 5, 1429, 'CSE', 'Student521@gmail.com', 9626464450, 1);
INSERT into STUDENT values ('Student522', 6.07, 1, 'PES2UG21ME122', 'ME', 'Student522@outlook.com', 8998552069, 0);
INSERT into STUDENT values ('Student523', 3.57, 5, 'PES2UG19CV229', 'CV', 'Student523@outlook.com', 8929014146, 0);
INSERT into STUDENT values ('Student524', 8.22, 7, 1295, 'EEE', 'Student524@rediffmail.com', 9774519572, NULL);
INSERT into STUDENT values ('Student525', 3.63, 3, 'PES1UG20CS248', 'CSE', 'Student525@hotmail.com', 6424806917, 0);
INSERT into STUDENT values ('Student526', 5.13, 5, 'PES1UG19CV501', 'CV', 'Student526@hotmail.com', 8149297591, 0);
INSERT into STUDENT values ('Student527', 1.17, 5, 'PES1UG19EE362', 'EEE', 'Student527@rediffmail.com', 7392550724, 0);
INSERT into STUDENT values ('Student528', 4.42, 7, 'PES1UG18CS585', 'CSE', 'Student528@rediffmail.com', 8428408045, 0);
INSERT into STUDENT values ('Student529', 9.56, 5, 'PES1UG19CS544', 'CSE', 'Student529@gmail.com', 8810606084, 0);
INSERT into STUDENT values ('Student530', 9.67, 5, 'PES1UG19EE313', 'EEE', 'Student530@outlook.com', 7405951320, 0);
INSERT into STUDENT values ('Student531', 8.53, 1, 849, 'CSE', 'Student531@yahoo.com', 7933481768, NULL);
INSERT into STUDENT values ('Student532', 3.27, 5, 'PES1UG19CS532', 'CSE', 'Student532@rediffmail.com', 9049372831, 0);
INSERT into STUDENT values ('Student533', 2.41, 5, 1099, 'ECE', 'Student533@hotmail.com', 8635097376, NULL);
INSERT into STUDENT values ('Student534', 4.65, 7, 'PES1UG18CS167', 'CSE', 'Student534@hotmail.com', 8565257536, 0);
INSERT into STUDENT values ('Student535', 6.25, 3, 'PES2UG20CS358', 'CSE', 'Student535@gmail.com', 7317017649, 0);
INSERT into STUDENT values ('Student536', 3.91, 1, 981, 'CSE', 'Student536@rediffmail.com', 9729158907, NULL);
INSERT into STUDENT values ('Student537', 9.08, 3, 1321, 'CSE', 'Student537@rediffmail.com', 8080345911, NULL);
INSERT into STUDENT values ('Student538', 8.83, 1, 951, 'EEE', 'Student538@yahoo.com', 9509549445, 1);
INSERT into STUDENT values ('Student539', 4.79, 7, 1427, 'ME', 'Student539@gmail.com', 8444199904, 1);
INSERT into STUDENT values ('Student540', 3.14, 3, 'PES1UG20EC057', 'ECE', 'Student540@rediffmail.com', 8317865349, 0);
INSERT into STUDENT values ('Student541', 7.15, 5, 1166, 'ME', 'Student541@yahoo.com', 7617839546, NULL);
INSERT into STUDENT values ('Student542', 2.02, 1, 'PES1UG21EE384', 'EEE', 'Student542@outlook.com', 8064992050, 0);
INSERT into STUDENT values ('Student543', 3.25, 5, 'PES1UG19EC324', 'ECE', 'Student543@gmail.com', 9407464093, 0);
INSERT into STUDENT values ('Student544', 1.79, 3, 1053, 'ECE', 'Student544@hotmail.com', 6643873952, 1);
INSERT into STUDENT values ('Student545', 5.21, 5, 'PES2UG19CV405', 'CV', 'Student545@yahoo.com', 9259006464, 0);
INSERT into STUDENT values ('Student546', 7.07, 5, 1315, 'ECE', 'Student546@gmail.com', 6206750447, 1);
INSERT into STUDENT values ('Student547', 5.15, 3, 'PES2UG20CV716', 'CV', 'Student547@outlook.com', 7736650990, 0);
INSERT into STUDENT values ('Student548', 7.19, 7, 'PES1UG18CV608', 'CV', 'Student548@yahoo.com', 6263377847, 0);
INSERT into STUDENT values ('Student549', 9.03, 3, 'PES1UG20CS405', 'CSE', 'Student549@yahoo.com', 9174901055, 0);
INSERT into STUDENT values ('Student550', 9.75, 1, 1166, 'CSE', 'Student550@hotmail.com', 7604566763, NULL);
INSERT into STUDENT values ('Student551', 3.95, 7, 'PES1UG18CS076', 'CSE', 'Student551@rediffmail.com', 6579183579, 0);
INSERT into STUDENT values ('Student552', 3.03, 5, 'PES2UG19CV078', 'CV', 'Student552@rediffmail.com', 6308697623, 0);
INSERT into STUDENT values ('Student553', 2.06, 5, 1079, 'ECE', 'Student553@outlook.com', 9451934305, NULL);
INSERT into STUDENT values ('Student554', 3.09, 3, 1069, 'CSE', 'Student554@yahoo.com', 7251415887, NULL);
INSERT into STUDENT values ('Student555', 9.58, 1, 1125, 'CV', 'Student555@outlook.com', 8748362560, 1);
INSERT into STUDENT values ('Student556', 4.73, 3, 949, 'ECE', 'Student556@yahoo.com', 8701307720, 1);
INSERT into STUDENT values ('Student557', 6.5, 7, 'PES1UG18CS486', 'CSE', 'Student557@rediffmail.com', 7223175737, 0);
INSERT into STUDENT values ('Student558', 1.25, 7, 'PES2UG18EC057', 'ECE', 'Student558@hotmail.com', 6648600535, 0);
INSERT into STUDENT values ('Student559', 2.96, 7, 'PES1UG18EC160', 'ECE', 'Student559@outlook.com', 8598544275, 0);
INSERT into STUDENT values ('Student560', 5.68, 1, 'PES1UG21BT142', 'BT', 'Student560@yahoo.com', 6754302907, 0);
INSERT into STUDENT values ('Student561', 1.44, 1, 1257, 'CSE', 'Student561@outlook.com', 7761900670, NULL);
INSERT into STUDENT values ('Student562', 8.8, 7, 965, 'CSE', 'Student562@hotmail.com', 7933395125, 1);
INSERT into STUDENT values ('Student563', 4.79, 5, 790, 'CSE', 'Student563@outlook.com', 7506795304, NULL);
INSERT into STUDENT values ('Student564', 2.02, 3, 801, 'ECE', 'Student564@outlook.com', 7999789079, 1);
INSERT into STUDENT values ('Student565', 5.06, 3, 1431, 'ME', 'Student565@hotmail.com', 7103227195, NULL);
INSERT into STUDENT values ('Student566', 3.5, 1, 1367, 'ECE', 'Student566@outlook.com', 6769917328, NULL);
INSERT into STUDENT values ('Student567', 3.92, 5, 902, 'CV', 'Student567@yahoo.com', 8658926078, NULL);
INSERT into STUDENT values ('Student568', 3.0, 1, 'PES1UG21CS715', 'CSE', 'Student568@gmail.com', 8554367621, 0);
INSERT into STUDENT values ('Student569', 1.45, 1, 958, 'ME', 'Student569@yahoo.com', 6622362219, 1);
INSERT into STUDENT values ('Student570', 3.65, 7, 'PES1UG18CV022', 'CV', 'Student570@hotmail.com', 8945266393, 0);
INSERT into STUDENT values ('Student571', 4.9, 7, 1020, 'ECE', 'Student571@rediffmail.com', 7263527592, NULL);
INSERT into STUDENT values ('Student572', 7.86, 1, 'PES2UG21EC606', 'ECE', 'Student572@yahoo.com', 9921571498, 0);
INSERT into STUDENT values ('Student573', 1.16, 7, 'PES2UG18CS331', 'CSE', 'Student573@yahoo.com', 6047347959, 0);
INSERT into STUDENT values ('Student574', 1.11, 1, 1312, 'CSE', 'Student574@outlook.com', 6910437948, NULL);
INSERT into STUDENT values ('Student575', 9.69, 3, 'PES2UG20ME281', 'ME', 'Student575@outlook.com', 6497619699, 0);
INSERT into STUDENT values ('Student576', 5.23, 5, 'PES1UG19EC469', 'ECE', 'Student576@yahoo.com', 9534150412, 0);
INSERT into STUDENT values ('Student577', 3.19, 7, 1040, 'ME', 'Student577@yahoo.com', 9787410904, 1);
INSERT into STUDENT values ('Student578', 9.3, 1, 'PES2UG21ME263', 'ME', 'Student578@yahoo.com', 6454303486, 0);
INSERT into STUDENT values ('Student579', 3.88, 5, 1388, 'BT', 'Student579@outlook.com', 9552176523, 1);
INSERT into STUDENT values ('Student580', 2.69, 7, 'PES2UG18BT115', 'BT', 'Student580@hotmail.com', 6483829468, 0);
INSERT into STUDENT values ('Student581', 1.14, 7, 786, 'CSE', 'Student581@hotmail.com', 9275189095, 1);
INSERT into STUDENT values ('Student582', 5.03, 1, 1058, 'EEE', 'Student582@rediffmail.com', 8418038207, 1);
INSERT into STUDENT values ('Student583', 9.28, 1, 'PES1UG21CS120', 'CSE', 'Student583@rediffmail.com', 7491373645, 0);
INSERT into STUDENT values ('Student584', 5.92, 1, 'PES2UG21EC433', 'ECE', 'Student584@hotmail.com', 9891748650, 0);
INSERT into STUDENT values ('Student585', 7.59, 5, 1194, 'EEE', 'Student585@hotmail.com', 6183190071, NULL);
INSERT into STUDENT values ('Student586', 3.47, 7, 1137, 'ME', 'Student586@yahoo.com', 8280221404, NULL);
INSERT into STUDENT values ('Student587', 8.76, 1, 'PES1UG21EC710', 'ECE', 'Student587@yahoo.com', 8336137254, 0);
INSERT into STUDENT values ('Student588', 3.04, 3, 925, 'CV', 'Student588@gmail.com', 6749658580, NULL);
INSERT into STUDENT values ('Student589', 7.48, 3, 'PES1UG20BT286', 'BT', 'Student589@rediffmail.com', 9186918885, 0);
INSERT into STUDENT values ('Student590', 5.85, 5, 1238, 'BT', 'Student590@outlook.com', 9603046723, NULL);
INSERT into STUDENT values ('Student591', 8.62, 3, 1340, 'EEE', 'Student591@gmail.com', 7750333955, 1);
INSERT into STUDENT values ('Student592', 7.63, 3, 1133, 'BT', 'Student592@outlook.com', 6833089470, 1);
INSERT into STUDENT values ('Student593', 4.27, 1, 'PES2UG21BT698', 'BT', 'Student593@gmail.com', 6694356591, 0);
INSERT into STUDENT values ('Student594', 7.2, 5, 1071, 'CSE', 'Student594@gmail.com', 9643888532, 1);
INSERT into STUDENT values ('Student595', 4.24, 5, 1019, 'BT', 'Student595@outlook.com', 6624727949, 1);
INSERT into STUDENT values ('Student596', 4.21, 5, 1212, 'ECE', 'Student596@hotmail.com', 9383985730, NULL);
INSERT into STUDENT values ('Student597', 5.82, 1, 1431, 'EEE', 'Student597@gmail.com', 9711997136, 1);
INSERT into STUDENT values ('Student598', 2.66, 7, 'PES1UG18EE444', 'EEE', 'Student598@gmail.com', 6816828100, 0);
INSERT into STUDENT values ('Student599', 1.01, 1, 'PES2UG21BT591', 'BT', 'Student599@rediffmail.com', 7714856465, 0);
INSERT into STUDENT values ('Student600', 6.41, 5, 'PES1UG19EE487', 'EEE', 'Student600@rediffmail.com', 8409436828, 0);
INSERT into STUDENT values ('Student601', 4.73, 5, 'PES1UG19BT300', 'BT', 'Student601@rediffmail.com', 9259610910, 0);
INSERT into STUDENT values ('Student602', 5.26, 7, 'PES2UG18EE691', 'EEE', 'Student602@outlook.com', 6913529230, 0);
INSERT into STUDENT values ('Student603', 2.84, 1, 'PES1UG21ME143', 'ME', 'Student603@outlook.com', 9587969560, 0);
INSERT into STUDENT values ('Student604', 8.72, 3, 'PES1UG20CV486', 'CV', 'Student604@rediffmail.com', 6038115154, 0);
INSERT into STUDENT values ('Student605', 3.15, 1, 1185, 'ME', 'Student605@yahoo.com', 6861804492, NULL);
INSERT into STUDENT values ('Student606', 8.23, 5, 'PES2UG19EC033', 'ECE', 'Student606@hotmail.com', 6776498434, 0);
INSERT into STUDENT values ('Student607', 4.64, 3, 829, 'ME', 'Student607@yahoo.com', 7714329181, NULL);
INSERT into STUDENT values ('Student608', 6.66, 5, 'PES2UG19CV431', 'CV', 'Student608@gmail.com', 6769462408, 0);
INSERT into STUDENT values ('Student609', 6.92, 1, 1099, 'EEE', 'Student609@outlook.com', 9868739437, 1);
INSERT into STUDENT values ('Student610', 7.93, 1, 'PES1UG21CS288', 'CSE', 'Student610@outlook.com', 6608702962, 0);
INSERT into STUDENT values ('Student611', 6.25, 7, 'PES2UG18EE524', 'EEE', 'Student611@hotmail.com', 9630797180, 0);
INSERT into STUDENT values ('Student612', 8.34, 7, 853, 'EEE', 'Student612@gmail.com', 8780472897, NULL);
INSERT into STUDENT values ('Student613', 1.76, 1, 1006, 'CV', 'Student613@hotmail.com', 8462738824, 1);
INSERT into STUDENT values ('Student614', 5.53, 3, 'PES2UG20CV072', 'CV', 'Student614@gmail.com', 9663920295, 0);
INSERT into STUDENT values ('Student615', 5.41, 3, 'PES1UG20CS459', 'CSE', 'Student615@gmail.com', 6121251502, 0);
INSERT into STUDENT values ('Student616', 9.64, 3, 'PES2UG20EE485', 'EEE', 'Student616@rediffmail.com', 8224029752, 0);
INSERT into STUDENT values ('Student617', 1.05, 1, 946, 'BT', 'Student617@outlook.com', 7508210873, NULL);
INSERT into STUDENT values ('Student618', 9.23, 5, 'PES1UG19CS481', 'CSE', 'Student618@gmail.com', 9757166706, 0);
INSERT into STUDENT values ('Student619', 2.74, 7, 893, 'CSE', 'Student619@rediffmail.com', 9545444590, NULL);
INSERT into STUDENT values ('Student620', 2.4, 1, 'PES1UG21EE340', 'EEE', 'Student620@hotmail.com', 6343485433, 0);
INSERT into STUDENT values ('Student621', 6.31, 7, 'PES1UG18CS278', 'CSE', 'Student621@outlook.com', 7049836946, 0);
INSERT into STUDENT values ('Student622', 9.09, 7, 'PES1UG18CV342', 'CV', 'Student622@gmail.com', 8388338067, 0);
INSERT into STUDENT values ('Student623', 9.98, 7, 1052, 'ECE', 'Student623@gmail.com', 8208632746, NULL);
INSERT into STUDENT values ('Student624', 6.76, 3, 'PES1UG20CV616', 'CV', 'Student624@outlook.com', 7691640687, 0);
INSERT into STUDENT values ('Student625', 9.74, 7, 'PES1UG18ME605', 'ME', 'Student625@outlook.com', 7787447127, 0);
INSERT into STUDENT values ('Student626', 2.6, 3, 'PES2UG20EC010', 'ECE', 'Student626@hotmail.com', 9015880721, 0);
INSERT into STUDENT values ('Student627', 7.46, 5, 'PES2UG19BT668', 'BT', 'Student627@gmail.com', 7425081229, 0);
INSERT into STUDENT values ('Student628', 8.91, 5, 1416, 'BT', 'Student628@hotmail.com', 6538944129, NULL);
INSERT into STUDENT values ('Student629', 4.01, 5, 820, 'ECE', 'Student629@yahoo.com', 7550090826, NULL);
INSERT into STUDENT values ('Student630', 6.44, 5, 941, 'BT', 'Student630@yahoo.com', 7200069933, 1);
INSERT into STUDENT values ('Student631', 9.43, 3, 'PES2UG20ME201', 'ME', 'Student631@gmail.com', 9679942903, 0);
INSERT into STUDENT values ('Student632', 1.82, 7, 1209, 'ME', 'Student632@hotmail.com', 7707053994, 1);
INSERT into STUDENT values ('Student633', 6.21, 3, 1439, 'ME', 'Student633@outlook.com', 6004137770, NULL);
INSERT into STUDENT values ('Student634', 4.41, 7, 'PES1UG18ME580', 'ME', 'Student634@outlook.com', 9300978217, 0);
INSERT into STUDENT values ('Student635', 4.09, 3, 859, 'ME', 'Student635@yahoo.com', 7561401810, NULL);
INSERT into STUDENT values ('Student636', 7.05, 7, 1150, 'BT', 'Student636@outlook.com', 7972361814, 1);
INSERT into STUDENT values ('Student637', 8.8, 5, 797, 'CV', 'Student637@hotmail.com', 6323854668, NULL);
INSERT into STUDENT values ('Student638', 4.88, 7, 1174, 'BT', 'Student638@gmail.com', 6922578723, 1);
INSERT into STUDENT values ('Student639', 4.35, 5, 'PES1UG19EC425', 'ECE', 'Student639@outlook.com', 9486115834, 0);
INSERT into STUDENT values ('Student640', 2.12, 5, 1235, 'CV', 'Student640@yahoo.com', 9396130278, NULL);
INSERT into STUDENT values ('Student641', 3.62, 5, 'PES2UG19ME183', 'ME', 'Student641@gmail.com', 8141985185, 0);
INSERT into STUDENT values ('Student642', 4.33, 1, 787, 'CV', 'Student642@gmail.com', 9810946215, 1);
INSERT into STUDENT values ('Student643', 4.99, 7, 'PES1UG18EE591', 'EEE', 'Student643@rediffmail.com', 6708476164, 0);
INSERT into STUDENT values ('Student644', 5.13, 1, 'PES2UG21ME678', 'ME', 'Student644@gmail.com', 9963299950, 0);
INSERT into STUDENT values ('Student645', 4.6, 1, 'PES1UG21BT421', 'BT', 'Student645@outlook.com', 8954534926, 0);
INSERT into STUDENT values ('Student646', 5.54, 7, 771, 'CSE', 'Student646@gmail.com', 9047191028, NULL);
INSERT into STUDENT values ('Student647', 5.47, 5, 872, 'ECE', 'Student647@rediffmail.com', 9470988812, NULL);
INSERT into STUDENT values ('Student648', 5.28, 5, 746, 'EEE', 'Student648@gmail.com', 6201576552, 1);
INSERT into STUDENT values ('Student649', 6.74, 3, 'PES2UG20ME691', 'ME', 'Student649@outlook.com', 8093987699, 0);
INSERT into STUDENT values ('Student650', 2.97, 5, 1383, 'BT', 'Student650@hotmail.com', 9631056339, 1);
INSERT into STUDENT values ('Student651', 1.2, 5, 'PES1UG19CV554', 'CV', 'Student651@gmail.com', 9466188684, 0);
INSERT into STUDENT values ('Student652', 9.88, 1, 'PES1UG21CV047', 'CV', 'Student652@gmail.com', 8174752745, 0);
INSERT into STUDENT values ('Student653', 9.85, 1, 1401, 'ECE', 'Student653@outlook.com', 6091528769, NULL);
INSERT into STUDENT values ('Student654', 9.61, 7, 1437, 'ME', 'Student654@hotmail.com', 8449135516, 1);
INSERT into STUDENT values ('Student655', 9.51, 5, 774, 'ECE', 'Student655@yahoo.com', 8215310645, 1);
INSERT into STUDENT values ('Student656', 4.16, 5, 'PES2UG19CV162', 'CV', 'Student656@hotmail.com', 7503170942, 0);
INSERT into STUDENT values ('Student657', 4.43, 1, 884, 'EEE', 'Student657@gmail.com', 8137242214, NULL);
INSERT into STUDENT values ('Student658', 7.71, 1, 'PES1UG21ME263', 'ME', 'Student658@outlook.com', 9269188926, 0);
INSERT into STUDENT values ('Student659', 3.54, 1, 1399, 'ME', 'Student659@hotmail.com', 7329240500, NULL);
INSERT into STUDENT values ('Student660', 9.61, 1, 1298, 'ECE', 'Student660@yahoo.com', 6104696784, 1);
INSERT into STUDENT values ('Student661', 4.71, 5, 1315, 'BT', 'Student661@outlook.com', 8426175230, 1);
INSERT into STUDENT values ('Student662', 6.8, 5, 1228, 'EEE', 'Student662@rediffmail.com', 7350526472, NULL);
INSERT into STUDENT values ('Student663', 4.83, 7, 1079, 'ME', 'Student663@yahoo.com', 8939923802, NULL);
INSERT into STUDENT values ('Student664', 2.44, 7, 'PES1UG18BT263', 'BT', 'Student664@yahoo.com', 7825996222, 0);
INSERT into STUDENT values ('Student665', 9.54, 7, 'PES2UG18CS294', 'CSE', 'Student665@outlook.com', 8747706630, 0);
INSERT into STUDENT values ('Student666', 5.45, 7, 919, 'EEE', 'Student666@rediffmail.com', 7530537280, NULL);
INSERT into STUDENT values ('Student667', 3.81, 3, 'PES2UG20CV599', 'CV', 'Student667@outlook.com', 9142764738, 0);
INSERT into STUDENT values ('Student668', 3.66, 3, 1023, 'EEE', 'Student668@rediffmail.com', 9413596556, NULL);
INSERT into STUDENT values ('Student669', 7.72, 1, 1247, 'CV', 'Student669@yahoo.com', 9253542859, NULL);
INSERT into STUDENT values ('Student670', 8.25, 3, 1070, 'CSE', 'Student670@gmail.com', 8286927712, 1);
INSERT into STUDENT values ('Student671', 8.88, 3, 955, 'ECE', 'Student671@rediffmail.com', 7514773982, 1);
INSERT into STUDENT values ('Student672', 3.1, 3, 'PES1UG20CS587', 'CSE', 'Student672@rediffmail.com', 8884186578, 0);
INSERT into STUDENT values ('Student673', 9.82, 1, 1119, 'EEE', 'Student673@outlook.com', 9966444304, NULL);
INSERT into STUDENT values ('Student674', 5.45, 5, 'PES1UG19EC137', 'ECE', 'Student674@yahoo.com', 7787767084, 0);
INSERT into STUDENT values ('Student675', 7.28, 7, 959, 'CSE', 'Student675@yahoo.com', 9838632675, 1);
INSERT into STUDENT values ('Student676', 1.81, 5, 876, 'ME', 'Student676@outlook.com', 6868568796, 1);
INSERT into STUDENT values ('Student677', 2.67, 7, 833, 'EEE', 'Student677@gmail.com', 6448661437, NULL);
